名字,链接,地址,介绍,开放时间,图片链接,评分,建议游玩时间,建议季节,门票,小贴士,Page,城市,出发城市,到达城市,高铁时间,高铁费用
九宫山Jiugong Mountains,http://travel.qunar.com/p-oi715816-jiugongshan,",咸宁
,咸宁
地址:,咸宁
咸宁市通山县九宫山风景名胜区笔架山路8号,咸宁
,咸宁
,咸宁
电话:,咸宁
0715-2503666,0715-2065555,咸宁
,咸宁
,咸宁
官网:,咸宁
http://www.jiugongshan.gov.cn/,咸宁
,咸宁
",九宫山风景区，位于咸宁市通山县境内，距离武汉市区约200公里，景区内奇峰耸立，幽谷纵横，有奇松怪石、云海温泉和瀑布，其中最重要的景点是闯王陵（李自成墓），闯王陵位于九宫山西麓牛迹岭小月山上（也叫黄株包），主体建筑有门楼、墓冢、陈列馆。景区内还有真君石殿、石龙峡、周家大屋、十八潭、滑雪场等分景区或景点。真君石殿位于云中湖凤凰岭的“风头”上，面对香炉峰，是九宫唯一保存下来的古建筑，曾得到过六个皇帝的敕封；石龙峡：长约7公里，位于九宫山北麓，是九宫山风景区的主要景区之一，由万余级石阶贯穿。此外，九宫山目前还存有九王庙、真牧堂、石城门、一天门等建筑，并留有宋、明、清三代文人墨客摩崖题刻十余处。,全天开放；网络换票时间8:30-17:30。,https://img1.qunarzz.com/travel/d4/1411/d1/d1a8af0069e9e3e213a9cdb.jpg_480x360x95_c747120b.jpg,4.3,建议游览时间：3天,5——10月,"{'九宫山门票成人票\n\n': ['¥45起'], '九宫山手机智能导游讲解服务大小同价\n\n': ['¥6起'], '【纯玩专线】九宫山、十里画廊隐水洞休闲度假2日游含车费+景点门票+住宿费\n\n': ['¥398起']}",,1,咸宁,广州,咸宁,2.503737390138018,375.5606085207027
中华水浒城,http://travel.qunar.com/p-oi719088-zhonghuashuihucheng,",咸宁
,咸宁
地址:,咸宁
湖北省咸宁市赤壁市陆水湖景区内,咸宁
,咸宁
","中华水浒城,陆水湖中的中华水浒城,是中央电视台为摄制大型电视巨片《水浒传》而兴建的3个外景拍摄基地之一(另两个为江苏无锡及广西合浦)。中华水浒城现已成为传播中华传统文化、集山林、湖、岛野趣、风景优美的多功能旅游区。“郊野一条街”由大小不同、造型别致的二十五栋房屋组成,再现了北宋时期的街屋、店铺,具有较高的观赏和游憩价值。“梁山后寨”是众头领及家眷居住之地。中央电视台《水浒传》剧组曾在此实地拍摄了梁山好汉打下祝家庄以后举行庆功晚宴,王英与扈三娘武打等几场重...中华水浒城,陆水湖中的中华水浒城,是中央电视台为摄制大型电视巨片《水浒传》而兴建的3个外景拍摄基地之一(另两个为江苏无锡及广西合浦)。中华水浒城现已成为传播中华传统文化、集山林、湖、岛野趣、风景优美的多功能旅游区。“郊野一条街”由大小不同、造型别致的二十五栋房屋组成,再现了北宋时期的街屋、店铺,具有较高的观赏和游憩价值。“梁山后寨”是众头领及家眷居住之地。中央电视台《水浒传》剧组曾在此实地拍摄了梁山好汉打下祝家庄以后举行庆功晚宴,王英与扈三娘武打等几场重头戏。“聚义厅”是梁山好汉操练、点将、聚会之地。与“水泊梁山”发展有关的许多重要决策在此酝酿形成。",8:00-18:00,,3.5,,,"35元（与三国城联票60元）,学生票18元",,2,咸宁,广州,咸宁,2.503737390138018,375.5606085207027
大汉皇族村Han Dynasty Royal Village,http://travel.qunar.com/p-oi711720-dahanhuangzucun,",咸宁
,咸宁
地址:,咸宁
咸宁市咸安区209省道东150米,咸宁
,咸宁
",大汉皇族村——刘家桥村的自然风光和人文景观相互交融为一体，蕴含着丰厚的楚南文化特色，吸引了众多有识之士。成千上万游客慕名前来观光，导演也看中了这块风水宝地，先后有《汀泗桥之战》、《汉正街人》、《守望家园》、《桂花嫂》等剧到这里拍摄外景。目前，古民居群落刘家桥正在开发之中，她将以崭新的姿态，把历史和现实凸现在世人面前，让你目睹她美丽奇特、古朴的风姿，感受她深邃、幽远、厚重的韵味！刘家桥村历史上过着以农耕为主的自给自足的田园生活，这里又是书香门第，民风淳朴，风采独特。至今村里还存留许多古近代用过的工具，如石碾、推砻、纺车、碾槽、榨坊、花轿、竹轿，世袭至今。还在使用的古近代用具有犁、耙、风车、水车、连枷、晒垫、盘篮、蔑箩、竹笱、石磨、舂臼、水臼、吊锅、火塘等。不少农户家中还保存有祖传的关门床、太师椅、八仙桌、春台桌（书案），上面的花纹图案，雕工精细，形象逼真，精美动人。村里的红白喜事，衣食住行，亦带古朴淳厚色彩，真可谓是一个民俗博物馆。刘家桥村四面环山，一水穿村而过，山奇水秀，白泉河在这里形成了一幅古朴典雅的迷人的农家风俗画卷——河水清澈透亮，水中游鱼小虾、螃蟹、石鳗清晰可见；两岸河沿，皆用青石块垒起，民居处巨形块石砌成宽阔的洗衣埠；两道石堰拦河筑起，形成落羞，将瀑布呈现在眼前；堰头上有一水轮车悠悠旋转，几个女人在洗衣埠漂摆着五颜六色的衣裙，一群鸭子在河心戏闹，一农夫站立竹牌上撑篙顺流而下，几个玩童光着屁股在沙洲水边玩耍……,全年 全天开放,https://img1.qunarzz.com/piao/fusion/1606/1c/e83813836623a7f7.jpg_480x360x95_249af311.jpg,4.0,建议游览时间：1小时 - 2小时,,具体收费情况以现场公示为主,,2,咸宁,广州,咸宁,2.503737390138018,375.5606085207027
太乙洞Taiyi Cave,http://travel.qunar.com/p-oi712514-taiyidong,",咸宁
,咸宁
地址:,咸宁
咸宁市咸安区温泉城区石乌山,咸宁
,咸宁
,咸宁
电话:,咸宁
0715-8336071,咸宁
,咸宁
",太乙洞风景区位于咸宁市温泉城区以南5公里处的石乌山，距今已有360万年历史，相传是太乙真人为治理水患，造福民众而掘凿而成。洞中的开阔处可容纳万人，却也不乏曲径通幽的小巷。太乙洞的主洞全长2200米，5条支洞长约1800米。穿梭在环环相扣的洞中，惟妙惟肖的太乙肖像、余音缭绕的天赐神鼓、巍然耸立的珍珠塔、群仙相会的石笋群次第展现在游人眼前，直教人叹为观止、啧啧称奇。新开发的龙宫支洞，峰回路转，石破天惊，当惊异声伴随着游人走出洞口时，景色宜人的太乙观豁然就在眼前。太乙洞的奇石不仅诉说着自然与时间的奇妙力量，也使游客们充分发挥出个人的想象。同一块巨石，在不同人眼中，或许有着截然不同的意象。行走在洞中，体会这从开阔到曲折，从明朗到黑暗的奇妙旅程，古老的呼唤仿佛穿越了万年时光，近在游人耳畔。,全年 08:00-17:30,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/1553281442222100812000000sklfuE84D_D_640_10000.jpg_480x360x95_eaf3af72.jpg,4.0,建议游览时间：1小时,一年四季均可,具体收费情况以现场公示为主,,2,咸宁,广州,咸宁,2.503737390138018,375.5606085207027
汉商温泉,http://travel.qunar.com/p-oi706238-hanshangwenquan,",咸宁
,咸宁
地址:,咸宁
湖北省咸宁市温泉一号桥,咸宁
,咸宁
",,10:30-24:00,https://img1.qunarzz.com/travel/poi/1411/42/42837bdaf7216ee8213a9cdb.jpg_480x360x95_5d1a70ad.jpg,3.0,建议游览时间：6小时,,98元,,2,咸宁,广州,咸宁,2.503737390138018,375.5606085207027
陆水湖风景区Lushui Lake Scenic Spot,http://travel.qunar.com/p-oi708077-lushuihufengjingqu,",咸宁
,咸宁
地址:,咸宁
湖北省咸宁市赤壁市陆水湖大道646号,咸宁
,咸宁
,咸宁
电话:,咸宁
0715-5903999,咸宁
,咸宁
","登上陆水湖豪华游船的甲板，365度的山岛湖全景一览无余，青黛群山，湖风迎面，漫步在滨水栈道并体验各种水上娱乐项目，仿佛置身城市秘境，早已忘却一切烦恼。,咸宁
荡漾回畅后，国内首座以恐龙探秘为主题的湖心岛有一股强烈的神秘感冲击眼球，以领队模式+多维度+沉浸式的互动体验方式，融入史前动植物、恐龙、岩洞等主题元素，全方位立体化展示了从远古生物到现代科技的衍变。并利用现代科技手段实现芯片手环打卡、任务获取、任务执行等玩法，让“老地方”玩出新花样。,咸宁
返航回到码头的嘉年华游乐区，陆水明珠科普馆带给您国内最先进的48座5D交互式飞翔影院和元宇宙主题的高科技VR“蛟龙”探险体验，上天入地、穿山下海，与华夏大好河山和各类海洋生物擦肩而过，探秘水下“精灵小镇”，在新奇中感受高科技带来的魅力。,咸宁
  ",全年 08:00-17:00,https://img1.qunarzz.com/p/tts6/1801/c9/193b8624de7dd302.jpg_480x360x95_171657f2.jpg,4.1,建议游览时间：2小时,,"{'陆水湖探秘游船套票成人票\n\n': ['¥79起'], '陆水湖探秘游船套票亲子票(1大1小)\n\n': ['¥119起'], '陆水湖探秘游船套票家庭票(2大1小)\n\n': ['¥169起']}",,2,咸宁,广州,咸宁,2.503737390138018,375.5606085207027
云中湖Yunzhong Lake Reservoir,http://travel.qunar.com/p-oi714902-yunzhonghu,",咸宁
,咸宁
地址:,咸宁
九宫山,咸宁
,咸宁
,咸宁
电话:,咸宁
0715-2365966,咸宁
,咸宁
",云中湖因其高在峰顶，耸入云表天际，常有雾团飘于湖面，故名云中湖。云中湖是九宫山镇所在地，也是九宫山旅游的食宿基地。这是一个以人文景观为主的中心风景区，主要有青松迎客、泉崖喷雪（瀑布）、真君石殿、吴雄楚关、乌龟朝圣和铜鼓擂天等景点。,全年 全天开放,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/6c43af787bb91b5c64b38fbcb62cf512.jpg_480x360x95_b356fb2d.jpg,4.6,建议游览时间：2小时 - 3小时,,包含于九宫山景区门票内，通用于九宫山景区门票。,,2,咸宁,广州,咸宁,2.503737390138018,375.5606085207027
星星竹海Xingxing Zhuhai,http://travel.qunar.com/p-oi715052-xingxingzhuhai,",咸宁
,咸宁
地址:,咸宁
咸宁市咸安区汀泗桥镇境内温随线,咸宁
,咸宁
,咸宁
电话:,咸宁
0715-8613359,咸宁
,咸宁
",星星竹海地处湖北省咸宁温泉境内。这里夏无酷暑，冬无严寒，四季如春。景区内竹林连绵不断，竹子品种繁多，白天密密匝匝的竹叶吸收了的热能，晚上释放大量的氧气，宛如天然氧吧。星星竹海作为一个新兴的旅游度假胜地，曾先后有五十多个国家和地区的友人前来参观、考察和旅游。现在景区划分为百像园、迷你园、流芳园、情人岛、石龙景区等五大区域，翠竹亭、半山泉、观竹台、王氏天葬、天深洞、柏树界、蔡仙崖等景点散布其中。2003年，景区建立了一个拓展训练处，有空中飞杠、天梯、互助套图、逃生墙、合力行走等设施，集趣味性、挑战性、参与性于一体，是培养团体精神和个人意志、提高人们心理素质的理想场所。,全年 9:00-17:00,https://img1.qunarzz.com/piao/fusion/1608/4b/b5816efc82d61502.jpg_480x360x95_bd16499d.jpg,4.4,建议游览时间：3小时 - 4小时,一年四季均可,具体收费情况以现场公示为主,,2,咸宁,广州,咸宁,2.503737390138018,375.5606085207027
凤雏庵,http://travel.qunar.com/p-oi702764-fengchuan,,位于南屏山东南的金鸾山上。走近金鸾山，山门横额上“赤壁古风”几个大字赫然醒目。相传三国时庞统曾隐居于此。原建筑简陋，后世屡次扩建，但又迭遭兵焚。现存殿室数间，系清道光二十六年（1846年）重建，建国后曾维修，青砖灰瓦，甚为古朴。主室有庞统塑像，撩眉卷须，庄严刚毅；配室一置图书，一作客房，异常明洁。庵之周围，山径崎岖，苔痕布秀；尤其古树参差，常聚异鸟飞鸣，苍干虬枝，间有枯藤缠绕，其中一棵千年以上的银杏，绿叶森森，参天覆地，益显幽深雅丽，别具景趣。一民...位于南屏山东南的金鸾山上。走近金鸾山，山门横额上“赤壁古风”几个大字赫然醒目。相传三国时庞统曾隐居于此。原建筑简陋，后世屡次扩建，但又迭遭兵焚。现存殿室数间，系清道光二十六年（1846年）重建，建国后曾维修，青砖灰瓦，甚为古朴。主室有庞统塑像，撩眉卷须，庄严刚毅；配室一置图书，一作客房，异常明洁。庵之周围，山径崎岖，苔痕布秀；尤其古树参差，常聚异鸟飞鸣，苍干虬枝，间有枯藤缠绕，其中一棵千年以上的银杏，绿叶森森，参天覆地，益显幽深雅丽，别具景趣。一民间传说，庞统去世后，灵魂化成了一只金光闪闪的凤凰，又回到了当年避难读书的地方，栖居在他亲自栽种的银杏树旁。千百年过去了，凤维变金鸾的传说久传不衰，那棵巨大的银杏树枝繁叶茂，成为当年历史的见证者,,,3.0,,,,,2,咸宁,广州,咸宁,2.503737390138018,375.5606085207027
闯王陵Chuangwang Tomb,http://travel.qunar.com/p-oi720811-chuangwangling,",咸宁
,咸宁
地址:,咸宁
咸宁市通山县闯王镇高湖村,咸宁
,咸宁
,咸宁
电话:,咸宁
0715-2508005,咸宁
,咸宁
",通山闯王陵景区位于九宫山西麓小月山下，由门楼、墓冢、祭台、陈列馆组成，收藏有李自成生平、特殊资料和金马镫等珍贵文物，是国家重点文物保护单位。,全年 8:00-18:00,https://img1.qunarzz.com/p/tts8/1712/f6/4c4bcef5f9520e02.jpg_480x360x95_d054faea.jpg,3.6,建议游览时间：1小时 - 2小时,,"{'闯王陵门票成人票\n\n': ['¥20起'], '闯王陵门票三人票\n\n': ['¥60起']}",,2,咸宁,广州,咸宁,2.503737390138018,375.5606085207027
咸宁赤壁大战陈列馆Xianning Chibi Dazhan Exhibition Hall,http://travel.qunar.com/p-oi715962-xianningchibidazhanchen,",咸宁
,咸宁
地址:,咸宁
赤壁山北侧,咸宁
,咸宁
",咸宁赤壁大战陈列馆，是我的一个个以战史为主题的专题陈列馆。通过图片及影像再现赤壁之战的场景。,具体开放时间请咨询景区,https://img1.qunarzz.com/travel/d9/1501/a9/64cf51fe19ada1.jpg_480x360x95_c98e29ad.jpg,0.0,建议游览时间：0.5小时 - 2小时,,首道大门票收费情况请咨询景区,,2,咸宁,广州,咸宁,2.503737390138018,375.5606085207027
澄水洞旅游区,http://travel.qunar.com/p-oi703175-chengshuidonglu:youqu,",咸宁
,咸宁
地址:,咸宁
湖北省咸宁市高桥镇境内,咸宁
,咸宁
",1968年，中苏边境局势紧张，国家准备应战，毛泽东主席下令汪东兴在鄂南为他修建战时住房。澄水洞地下工程，即是在这种背景下由当时的军委参谋长于1969年1月31日签署命令，亲自选址后始建的地下军事工程。整个工程神密而传奇，原计划投资3亿元，后因林彪篡党夺权于71年停建。实际完成投资仍高达一亿三仟万元之巨。主体建筑由地面56亩的四合院和地下全长456米的坑道设施而构成。全工程分甲、乙、丙三个区域。地面地下设有某些中央领导和军委要员的卧室、作战室、警卫室，设有先进的通信...1968年，中苏边境局势紧张，国家准备应战，毛泽东主席下令汪东兴在鄂南为他修建战时住房。澄水洞地下工程，即是在这种背景下由当时的军委参谋长于1969年1月31日签署命令，亲自选址后始建的地下军事工程。整个工程神密而传奇，原计划投资3亿元，后因林彪篡党夺权于71年停建。实际完成投资仍高达一亿三仟万元之巨。主体建筑由地面56亩的四合院和地下全长456米的坑道设施而构成。全工程分甲、乙、丙三个区域。地面地下设有某些中央领导和军委要员的卧室、作战室、警卫室，设有先进的通信、通风、防湿、防弹、防冲击波等设施。它位于湖北省咸宁市高桥镇境内，北距武汉80公里，南距湖南岳阳150公里，距咸宁市所在地地温泉仅17公里，紧靠京广线与107国道，交通方便。,7:00至18:00,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/1547173223332100u10000000ohnki65E9_D_640_10000.jpg_480x360x95_7de3e3b7.jpg,4.0,,,{'澄水洞旅游区手机智能导游讲解服务大小同价\n\n': ['¥5起']},,3,咸宁,广州,咸宁,2.503737390138018,375.5606085207027
