
当前城市: 扬州, 下一城市: 盘锦, 高铁费用: 599.22, 门票费: 35.00, 累计费用: 1338.74, 累计时间: 11.98, 景点: 文笔峰道家文化苑
当前城市: 赤峰, 下一城市: 巴彦淖尔, 高铁费用: 581.38, 门票费: 19.60, 累计费用: 600.98, 累计时间: 6.23, 景点: 望儿山Wang'er Mountain
当前城市: 巴彦淖尔, 下一城市: 塔城, 高铁费用: 1237.60, 门票费: 16.00, 累计费用: 1854.58, 累计时间: 14.61, 景点: 千层峰Qiancengfeng National Geology Park
当前城市: 塔城, 下一城市: 琼中, 高铁费用: 2359.86, 门票费: 46.00, 累计费用: 4260.44, 累计时间: 99.72, 景点: 新丰江国家森林公园桂山风景区Guishan
当前城市: 琼中, 下一城市: 遂宁, 高铁费用: 808.37, 门票费: 33.00, 累计费用: 5101.81, 累计时间: 106.71, 景点: 五指山热带雨林风景区Wuzhishan Tropical Rainforest
当前城市: 遂宁, 下一城市: 铜仁, 高铁费用: 280.80, 门票费: 27.00, 累计费用: 5409.60, 累计时间: 109.77, 景点: 南山一棵树观景台Nanshan Tree Viewing Platform
当前城市: 铜仁, 下一城市: 北屯, 高铁费用: 1718.99, 门票费: 128.00, 累计费用: 7256.60, 累计时间: 120.82, 景点: 张家界大峡谷景区（玻璃桥）Zhangjiajie Grand Canyon Glass Bridge
当前城市: 北屯, 下一城市: 白沙, 高铁费用: 2215.50, 门票费: 9.00, 累计费用: 9481.10, 累计时间: 137.12, 景点: 南阳五朵山Nanyang Wuduo (Five) Mountain Scenic Area
当前城市: 白沙, 下一城市: 怒江, 高铁费用: 786.75, 门票费: 25.00, 累计费用: 10292.85, 累计时间: 147.50, 景点: 北京凤凰岭景区Fenghuangling Natural Scenic Area
当前城市: 眉山, 下一城市: 吐鲁番, 高铁费用: 1161.57, 门票费: 68.00, 累计费用: 1229.57, 累计时间: 8.45, 景点: 山地旅游体验馆
当前城市: 吐鲁番, 下一城市: 定西, 高铁费用: 934.52, 门票费: 65.00, 累计费用: 2229.10, 累计时间: 15.14, 景点: 万峰湖Wanfeng Lake
当前城市: 定西, 下一城市: 汉中, 高铁费用: 213.22, 门票费: 35.00, 累计费用: 2477.31, 累计时间: 19.83, 景点: 八达岭长城Badaling Great Wall
当前城市: 汉中, 下一城市: 驻马店, 高铁费用: 391.57, 门票费: 35.00, 累计费用: 2903.88, 累计时间: 24.50, 景点: 岱山湖Daishan Lake
当前城市: 驻马店, 下一城市: 甘孜, 高铁费用: 713.23, 门票费: 8.00, 累计费用: 3625.11, 累计时间: 29.47, 景点: 朗赛岭庄园Langsailing Manor
当前城市: 甘孜, 下一城市: 黄山, 高铁费用: 946.25, 门票费: 11.00, 累计费用: 4582.36, 累计时间: 35.72, 景点: 云山胜地Yunshan Wonderland
当前城市: 黄山, 下一城市: 淮南, 高铁费用: 208.18, 门票费: 55.00, 累计费用: 4845.54, 累计时间: 41.38, 景点: 夹山国家森林公园Jiashan National Forest Park
当前城市: 淮南, 下一城市: 蚌埠, 高铁费用: 29.26, 门票费: 29.00, 累计费用: 4903.80, 累计时间: 45.54, 景点: 南山植物园Nanshan Botanical Garden
当前城市: 蚌埠, 下一城市: 临沂, 高铁费用: 155.44, 门票费: 24.50, 累计费用: 5083.75, 累计时间: 47.91, 景点: 文峰塔Wenfeng Tower
当前城市: 临沂, 下一城市: 常州, 高铁费用: 237.51, 门票费: 25.00, 累计费用: 5346.26, 累计时间: 51.23, 景点: 张果老山Zhang Guolao Mountain
当前城市: 常州, 下一城市: 鹤岗, 高铁费用: 1162.37, 门票费: 110.00, 累计费用: 6618.63, 累计时间: 60.18, 景点: 崆山白云洞White Cloud Cave of Mount Kong
当前城市: 鹤岗, 下一城市: 榆林, 高铁费用: 1169.10, 门票费: 55.00, 累计费用: 7842.73, 累计时间: 69.68, 景点: 会稽山风景区Mount Huiji Scenic Area
当前城市: 榆林, 下一城市: 郴州, 高铁费用: 854.29, 门票费: 6.00, 累计费用: 8703.02, 累计时间: 75.43, 景点: 偏岩古镇Pianyan Ancient Town
当前城市: 郴州, 下一城市: 毕节, 高铁费用: 471.46, 门票费: 60.00, 累计费用: 9234.48, 累计时间: 80.54, 景点: 印象林花生态谷Impression Linhua Ecological Valley
当前城市: 毕节, 下一城市: 丽江, 高铁费用: 303.04, 门票费: 55.00, 累计费用: 9592.52, 累计时间: 84.73, 景点: 东寨港红树林Dongzhaigang mangroves
当前城市: 唐山, 下一城市: 南通, 高铁费用: 531.03, 门票费: 370.00, 累计费用: 901.03, 累计时间: 146.95, 景点: 峨眉山Emei Mountain
当前城市: 甘孜, 下一城市: 济源, 高铁费用: 685.01, 门票费: 2.00, 累计费用: 687.01, 累计时间: 5.31, 景点: 三清山梯云岭
当前城市: 济源, 下一城市: 滨州, 高铁费用: 327.65, 门票费: 122.00, 累计费用: 1136.66, 累计时间: 8.63, 景点: 南山海上观音Guanyin Goddess at Nanshan
当前城市: 滨州, 下一城市: 楚雄州, 高铁费用: 1244.05, 门票费: 60.00, 累计费用: 2440.71, 累计时间: 87.54, 景点: 万佛山Mount Wanfo
当前城市: 楚雄州, 下一城市: 自贡, 高铁费用: 344.91, 门票费: 59.00, 累计费用: 2844.62, 累计时间: 91.95, 景点: 南华山神凤文化景区Nanhuashanshenfengwenhua Sceneic Area
当前城市: 西双版纳, 下一城市: 百色, 高铁费用: 379.32, 门票费: 160.00, 累计费用: 539.32, 累计时间: 2.86, 景点: 仙峰寺Xianfeng Temple
当前城市: 百色, 下一城市: 哈尔滨, 高铁费用: 1812.34, 门票费: 40.00, 累计费用: 2391.66, 累计时间: 24.93, 景点: 天龙顶国家山地公园Tianlongding Mountain Park
当前城市: 哈尔滨, 下一城市: 白银, 高铁费用: 1276.90, 门票费: 60.00, 累计费用: 3728.56, 累计时间: 34.52, 景点: 月亮湾·金钟山景区
当前城市: 白银, 下一城市: 黄山, 高铁费用: 912.85, 门票费: 11.00, 累计费用: 4652.41, 累计时间: 40.59, 景点: 云山胜地Yunshan Wonderland
当前城市: 克孜勒苏柯尔克孜, 下一城市: 淄博, 高铁费用: 2182.47, 门票费: 1.60, 累计费用: 2184.07, 累计时间: 120.12, 景点: 仙堂山Xiantang Mountain
当前城市: 淄博, 下一城市: 西双版纳, 高铁费用: 1403.28, 门票费: 49.90, 累计费用: 3637.25, 累计时间: 131.42, 景点: 天桥山·银河洞风景区Yinhedong Sceneic Area
当前城市: 孝感, 下一城市: 嘉峪关, 高铁费用: 1032.76, 门票费: 6.00, 累计费用: 1038.76, 累计时间: 9.74, 景点: 三百山景区Sanbaishan Mountain Scenic Area
当前城市: 嘉峪关, 下一城市: 郑州, 高铁费用: 879.21, 门票费: 14.00, 累计费用: 1931.97, 累计时间: 17.12, 景点: 南京中山植物园Nanjing Zhongshan Botanical Garden
当前城市: 郑州, 下一城市: 阿勒泰, 高铁费用: 1536.28, 门票费: 45.00, 累计费用: 3513.25, 累计时间: 26.66, 景点: 卢崖瀑布风景区Luya Waterfall
当前城市: 阿勒泰, 下一城市: 邢台, 高铁费用: 1471.98, 门票费: 44.40, 累计费用: 5029.63, 累计时间: 37.33, 景点: 亚龙湾国际玫瑰谷Yalong Bay Rose Valley
当前城市: 邢台, 下一城市: 萍乡, 高铁费用: 631.32, 门票费: 243.00, 累计费用: 5903.96, 累计时间: 42.34, 景点: 南岩
当前城市: 萍乡, 下一城市: 朔州, 高铁费用: 785.19, 门票费: 55.00, 累计费用: 6744.15, 累计时间: 58.70, 景点: 丫山花海石林Yashan Flower Sea and Stone Forest
当前城市: 朔州, 下一城市: 武威, 高铁费用: 519.99, 门票费: 8.00, 累计费用: 7272.13, 累计时间: 62.59, 景点: 大雁山Dayan Mountain
当前城市: 武威, 下一城市: 金昌, 高铁费用: 44.52, 门票费: 29.10, 累计费用: 7345.75, 累计时间: 66.34, 景点: 云梦山风景区Yumeng Mountain Resort
当前城市: 金昌, 下一城市: 玉溪, 高铁费用: 945.46, 门票费: 20.00, 累计费用: 8311.21, 累计时间: 83.59, 景点: 岚山景区
当前城市: 玉溪, 下一城市: 临沂, 高铁费用: 1160.79, 门票费: 24.50, 累计费用: 9496.50, 累计时间: 91.54, 景点: 文峰塔Wenfeng Tower
当前城市: 临沂, 下一城市: 安顺, 高铁费用: 923.64, 门票费: 128.00, 累计费用: 10548.14, 累计时间: 100.17, 景点: 张家界大峡谷Zhangjiajie Grand Canyon
当前城市: 安顺, 下一城市: 黄石, 高铁费用: 595.01, 门票费: 18.90, 累计费用: 11162.05, 累计时间: 105.23, 景点: 冠岩Crown Rock
当前城市: 黄石, 下一城市: 淮安, 高铁费用: 320.44, 门票费: 120.00, 累计费用: 11602.49, 累计时间: 108.51, 景点: 嘉峪关文物景区
当前城市: 淮安, 下一城市: 南阳, 高铁费用: 364.02, 门票费: 113.00, 累计费用: 12079.51, 累计时间: 114.53, 景点: 巫山小三峡Wushan Little Three Gorges
当前城市: 南阳, 下一城市: 贵阳, 高铁费用: 543.50, 门票费: 28.00, 累计费用: 12651.01, 累计时间: 120.05, 景点: 万花山Wanhua Mountain
当前城市: 营口, 下一城市: 泰安, 高铁费用: 400.26, 门票费: 70.00, 累计费用: 470.26, 累计时间: 14.22, 景点: 大洪山风景名胜区Dahong Mountain Scenic Spot
当前城市: 泰安, 下一城市: 凉山, 高铁费用: 1005.01, 门票费: 35.00, 累计费用: 1510.27, 累计时间: 22.31, 景点: 临朐红叶小镇樱花谷
当前城市: 凉山, 下一城市: 佳木斯, 高铁费用: 1934.70, 门票费: 68.00, 累计费用: 3512.97, 累计时间: 36.56, 景点: 仰韶大峡谷The Grand Canyon of Yangshao
当前城市: 佳木斯, 下一城市: 鹤岗, 高铁费用: 34.77, 门票费: 110.00, 累计费用: 3657.74, 累计时间: 39.25, 景点: 崆山白云洞White Cloud Cave of Mount Kong
当前城市: 鹤岗, 下一城市: 焦作, 高铁费用: 1172.67, 门票费: 60.00, 累计费用: 4890.41, 累计时间: 48.26, 景点: 好运谷Haoyungu
当前城市: 焦作, 下一城市: 乌鲁木齐, 高铁费用: 1430.85, 门票费: 50.00, 累计费用: 6371.26, 累计时间: 58.71, 景点: 平顶山山顶公园Pingdingshan Peak Park
当前城市: 莆田, 下一城市: 玉溪, 高铁费用: 998.19, 门票费: 20.00, 累计费用: 1018.19, 累计时间: 17.55, 景点: 岚山景区
当前城市: 玉溪, 下一城市: 德宏, 高铁费用: 241.17, 门票费: 0.00, 累计费用: 1259.36, 累计时间: 19.29, 景点: 御笔峰Yubi Peak
当前城市: 德宏, 下一城市: 定安, 高铁费用: 791.90, 门票费: 68.00, 累计费用: 2119.26, 累计时间: 131.68, 景点: 光明蝶谷飞鸟乐园Bright Butterfly Valley
当前城市: 定安, 下一城市: 南宁, 高铁费用: 241.96, 门票费: 42.00, 累计费用: 2403.22, 累计时间: 134.53, 景点: 安期峰景区Anqifeng Sceneic Area
当前城市: 南宁, 下一城市: 铜川, 高铁费用: 806.63, 门票费: 42.50, 累计费用: 3252.35, 累计时间: 140.51, 景点: 屏山村Pingshancun
当前城市: 萍乡, 下一城市: 安阳, 高铁费用: 566.28, 门票费: 65.00, 累计费用: 631.28, 累计时间: 15.15, 景点: 天河山Tianhe Mountain
当前城市: 安阳, 下一城市: 嘉兴, 高铁费用: 501.78, 门票费: 15.00, 累计费用: 1148.06, 累计时间: 29.93, 景点: 云帽峰（台沟山庄）Yunmao Peak (Taigou Villa)
当前城市: 嘉兴, 下一城市: 衡阳, 高铁费用: 550.26, 门票费: 40.00, 累计费用: 1738.32, 累计时间: 37.99, 景点: 云台山Yuntai Mountain
当前城市: 衡阳, 下一城市: 宜昌, 高铁费用: 256.52, 门票费: 2.00, 累计费用: 1996.84, 累计时间: 41.92, 景点: 仙山湖风景区Xianshan Lake Scenic Area
当前城市: 宜昌, 下一城市: 常德, 高铁费用: 113.91, 门票费: 70.00, 累计费用: 2180.75, 累计时间: 46.55, 景点: 七星岩景区
当前城市: 常德, 下一城市: 周口, 高铁费用: 349.25, 门票费: 26.00, 累计费用: 2556.00, 累计时间: 60.49, 景点: 仙台山Xiantai Mountain Scenic Area
当前城市: 周口, 下一城市: 肇庆, 高铁费用: 716.66, 门票费: 40.00, 累计费用: 3312.66, 累计时间: 67.47, 景点: 仙台山Xiantai Mountain
当前城市: 肇庆, 下一城市: 吉安, 高铁费用: 310.82, 门票费: 58.00, 累计费用: 3681.49, 累计时间: 72.20, 景点: 夹金山Jiajin Mountain
当前城市: 吉安, 下一城市: 商洛, 高铁费用: 535.34, 门票费: 75.00, 累计费用: 4291.83, 累计时间: 75.92, 景点: 巴马百鸟岩Bama Birds Rock
当前城市: 商洛, 下一城市: 抚州, 高铁费用: 538.82, 门票费: 50.00, 累计费用: 4880.65, 累计时间: 81.41, 景点: 建水团山村
当前城市: 抚州, 下一城市: 德州, 高铁费用: 632.77, 门票费: 70.00, 累计费用: 5583.42, 累计时间: 86.93, 景点: 吊罗山Diaoluo Mountain
当前城市: 德州, 下一城市: 白沙, 高铁费用: 1279.80, 门票费: 9.00, 累计费用: 6872.22, 累计时间: 98.04, 景点: 南阳五朵山Nanyang Wuduo (Five) Mountain Scenic Area
当前城市: 白沙, 下一城市: 鸡西, 高铁费用: 2106.48, 门票费: 66.00, 累计费用: 9044.70, 累计时间: 112.24, 景点: 捺山地质公园Nashan Geological Park
当前城市: 鸡西, 下一城市: 曲靖, 高铁费用: 1964.18, 门票费: 50.00, 累计费用: 11058.88, 累计时间: 124.65, 景点: 寺山国家森林公园Sishan National Forest Park
当前城市: 曲靖, 下一城市: 无锡, 高铁费用: 1046.20, 门票费: 19.40, 累计费用: 12124.47, 累计时间: 133.97, 景点: 山水园Shanshui Gardens
当前城市: 汉中, 下一城市: 济源, 高铁费用: 336.00, 门票费: 2.00, 累计费用: 338.00, 累计时间: 3.37, 景点: 三清山梯云岭
当前城市: 济源, 下一城市: 伊春, 高铁费用: 1167.46, 门票费: 0.00, 累计费用: 1505.45, 累计时间: 12.35, 景点: 大黑山国家森林公园Daheishan Forest Park
当前城市: 伊春, 下一城市: 岳阳, 高铁费用: 1468.34, 门票费: 100.00, 累计费用: 3073.80, 累计时间: 22.51, 景点: 天台山大瀑布Tiantai Mountain Waterfall
当前城市: 岳阳, 下一城市: 福州, 高铁费用: 424.89, 门票费: 30.00, 累计费用: 3528.69, 累计时间: 30.87, 景点: 七仙岭温泉
当前城市: 福州, 下一城市: 梧州, 高铁费用: 515.53, 门票费: 100.00, 累计费用: 4144.22, 累计时间: 141.73, 景点: 千年瑶寨Millennium Yaozhai
当前城市: 绍兴, 下一城市: 防城港, 高铁费用: 922.45, 门票费: 6.00, 累计费用: 928.45, 累计时间: 113.12, 景点: 微山湖旅游区Weishan Lake
当前城市: 南阳, 下一城市: 三沙, 高铁费用: 1078.09, 门票费: 55.00, 累计费用: 1133.09, 累计时间: 7.49, 景点: 千丈幽谷Qianzhang Canyon
当前城市: 三沙, 下一城市: 深圳, 高铁费用: 396.10, 门票费: 9.00, 累计费用: 1538.18, 累计时间: 11.19, 景点: 小鱼山公园Xiaoyushan Park
当前城市: 深圳, 下一城市: 眉山, 高铁费用: 789.69, 门票费: 10.00, 累计费用: 2337.88, 累计时间: 18.58, 景点: 仿山墓群
当前城市: 眉山, 下一城市: 贺州, 高铁费用: 593.44, 门票费: 99.70, 累计费用: 3031.01, 累计时间: 24.37, 景点: 三仙山风景区Sanxian Mountain Scenic Area
当前城市: 贺州, 下一城市: 中卫, 高铁费用: 946.07, 门票费: 9.00, 累计费用: 3986.08, 累计时间: 65.63, 景点: 曾家山景区Zengjia Mountain Scenic Area
当前城市: 中卫, 下一城市: 湘西, 高铁费用: 663.62, 门票费: 86.00, 累计费用: 4735.70, 累计时间: 71.82, 景点: 大青山野生动物世界Daqing Shan Yesheng Dongwu World
当前城市: 湘西, 下一城市: 绍兴, 高铁费用: 641.05, 门票费: 68.00, 累计费用: 5444.75, 累计时间: 87.38, 景点: 新甫山景区Xintaixinfu Mountain
当前城市: 绍兴, 下一城市: 佛山, 高铁费用: 643.82, 门票费: 20.00, 累计费用: 6108.57, 累计时间: 92.95, 景点: 天际岭国家森林公园
当前城市: 佛山, 下一城市: 平顶山, 高铁费用: 716.86, 门票费: 82.50, 累计费用: 6907.94, 累计时间: 100.44, 景点: 宝峰湖景区Baofeng Lake Scenic Area
当前城市: 平顶山, 下一城市: 鄂州, 高铁费用: 243.98, 门票费: 40.00, 累计费用: 7191.92, 累计时间: 105.79, 景点: 八公山国家森林公园
当前城市: 鄂州, 下一城市: 石嘴山, 高铁费用: 739.35, 门票费: 0.00, 累计费用: 7931.27, 累计时间: 112.40, 景点: 五指山Wuzhishan
当前城市: 石嘴山, 下一城市: 承德, 高铁费用: 605.81, 门票费: 30.00, 累计费用: 8567.08, 累计时间: 118.27, 景点: 彭祖山景区PengZuShan Scenic Area
当前城市: 临汾, 下一城市: 长治, 高铁费用: 86.32, 门票费: 10.00, 累计费用: 96.32, 累计时间: 72.48, 景点: 岩泉风景区Yanquan Scenic Area (Northeast Gate)
当前城市: 长治, 下一城市: 南阳, 高铁费用: 216.22, 门票费: 113.00, 累计费用: 425.54, 累计时间: 77.68, 景点: 巫山小三峡Wushan Little Three Gorges
当前城市: 南阳, 下一城市: 淮安, 高铁费用: 364.02, 门票费: 120.00, 累计费用: 909.56, 累计时间: 81.20, 景点: 嘉峪关文物景区
当前城市: 宜昌, 下一城市: 鄂州, 高铁费用: 207.80, 门票费: 40.00, 累计费用: 247.80, 累计时间: 5.15, 景点: 八公山国家森林公园
当前城市: 鄂州, 下一城市: 自贡, 高铁费用: 588.49, 门票费: 59.00, 累计费用: 895.29, 累计时间: 10.92, 景点: 南华山神凤文化景区Nanhuashanshenfengwenhua Sceneic Area
当前城市: 自贡, 下一城市: 宜宾, 高铁费用: 40.04, 门票费: 80.00, 累计费用: 1015.33, 累计时间: 23.15, 景点: 华蓥山Huaying Mountain
当前城市: 宜宾, 下一城市: 潮州, 高铁费用: 793.04, 门票费: 50.00, 累计费用: 1858.37, 累计时间: 30.05, 景点: 九真山风景区Jiuzhen Mountain Scenic Area
当前城市: 潮州, 下一城市: 黄山, 高铁费用: 417.11, 门票费: 11.00, 累计费用: 2286.48, 累计时间: 33.37, 景点: 云山胜地Yunshan Wonderland
当前城市: 黄山, 下一城市: 迪庆, 高铁费用: 1095.55, 门票费: 6.00, 累计费用: 3388.03, 累计时间: 43.46, 景点: 九龙山国家森林公园Jiulongshan National Forest Park
当前城市: 迪庆, 下一城市: 锡林郭勒盟, 高铁费用: 1386.79, 门票费: 19.40, 累计费用: 4794.22, 累计时间: 63.16, 景点: 五皇山Wuhuang Mountain
当前城市: 锡林郭勒盟, 下一城市: 银川, 高铁费用: 612.27, 门票费: 50.00, 累计费用: 5456.49, 累计时间: 138.56, 景点: 天华山Tianhuashan
当前城市: 宜春, 下一城市: 太原, 高铁费用: 678.77, 门票费: 79.90, 累计费用: 758.67, 累计时间: 15.77, 景点: 尼山圣境景区Nishan Sacredland
当前城市: 太原, 下一城市: 凉山, 高铁费用: 879.53, 门票费: 35.00, 累计费用: 1673.21, 累计时间: 23.16, 景点: 临朐红叶小镇樱花谷
